business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,engagement_count,engagement_rate_by_followers,like_rate_by_views,comment_rate_by_likes,views_per_follower,is_high_engagement,posting_time_category,caption_length_category,hashtag_intensity,content_localization_score
Gaza Power House,gym,5808,2025-09-04,14,Thursday,9,carousel,جاهزين للتمرين سوايب وشوفوا التفاصيل. شو رأيكم؟ زورونا بفرعنا في Rafah اتصل فينا وخليها علينا #جيم,98,1,0,206,11,2082,Arabic,True,False,0.0,True,False,False,True,217,0.03736225895316805,0.0989433237271854,0.05339805825242718,0.3584710743801653,False,afternoon,medium,low,6
Bethlehem Lash Bar,beauty_salon,13605,2025-01-29,18,Wednesday,1,image,Glow up season Photo drop. Book now.,36,0,0,1865,135,13872,English,True,False,0.0,False,False,False,False,2000,0.14700477765527378,0.13444348327566322,0.07238605898123325,1.019625137816979,False,evening,short,none,0
Nablus Sweet Oven,bakery,1794,2025-04-28,17,Monday,4,reel,طازة من الفرن شوفوا الريل. شو رأيكم؟ خصم 40% خصم لفترة محدودة كل عام وأنتم بخير 🍰 #Palestine #تعليم,99,2,1,1153,110,6626,Arabic,False,True,40.0,False,True,False,True,1263,0.7040133779264214,0.17401146996679748,0.09540329575021683,3.693422519509476,True,evening,medium,low,5
Jericho Physio Hub,clinic,19955,2025-04-30,22,Wednesday,4,video,صحتكم أولويتنا فيديو جديد. يا جماعة زورونا بفرعنا في Ramallah عيد مبارك راسلونا وخليها علينا #Ramallah #عيادة #تسوق,115,3,0,2655,373,35805,Arabic,True,False,0.0,True,True,False,True,3028,0.1517414181909296,0.07415165479681608,0.14048964218455745,1.7942871460786771,False,night,medium,low,8
Gaza Family Pharmacy,pharmacy,12513,2025-07-23,13,Wednesday,7,carousel,صحتك بتهمنا Swipe وشوفوا الباقي. 📚,34,0,1,67,2,2384,Mixed,False,False,0.0,False,False,False,True,69,0.005514265164229201,0.028104026845637585,0.029850746268656716,0.19052185726844081,False,afternoon,short,none,3
Qalqilya Home Store,store,54562,2025-07-25,14,Friday,7,reel,وصلت تشكيلة جديدة شوفوا الريل. زورونا وخليها علينا,50,0,0,12257,1778,98144,Arabic,True,False,0.0,False,False,False,True,14035,0.2572303068069352,0.12488791979132703,0.14505996573386637,1.7987610424837799,True,afternoon,short,none,3
Nablus Skin Center,clinic,12778,2025-07-24,22,Thursday,7,reel,صحتكم أولويتنا شوفوا الريل. أهلا بالناس الحلوة احجز الآن وخليها علينا #عيادة #Palestine #تسوق #مطاعم,100,4,0,1792,246,23166,Arabic,True,False,0.0,False,False,False,True,2038,0.15949287838472376,0.07735474402141068,0.13727678571428573,1.8129597746126154,False,night,medium,medium,3
Gaza Family Pharmacy,pharmacy,12940,2025-06-23,19,Monday,6,video,صحتك بتهمنا فيديو جديد. أهلا بالناس الحلوة زورونا بفرعنا في Nablus من قلب فلسطين,80,0,0,331,16,8583,Arabic,True,False,0.0,True,False,True,True,347,0.026816074188562595,0.03856460445065828,0.04833836858006042,0.6632921174652241,False,evening,short,none,8
Bethlehem Brew Bar,cafe,2283,2025-12-16,20,Tuesday,12,video,أجواء ولا أروع فيديو جديد. زورونا بفرعنا في Jericho احجز الآن وخليها علينا #Palestine,85,1,0,410,45,4057,Arabic,True,False,0.0,True,False,False,False,455,0.19929916776171705,0.101059896475228,0.10975609756097561,1.7770477441962331,True,evening,short,low,3
Hebron Electronics,electronics_store,13867,2025-10-22,21,Wednesday,10,carousel,وصلت أجهزة جديدة سوايب وشوفوا التفاصيل. زورونا بفرعنا في Rafah #Palestine #عيادة,80,2,0,1744,136,16652,Arabic,True,False,0.0,True,False,False,True,1880,0.1355736640946131,0.10473216430458804,0.0779816513761468,1.2008365183529242,False,evening,short,low,6
Gaza Glow Salon,beauty_salon,1174,2025-05-02,13,Friday,5,image,Glow up season Photo drop. Book now.,36,0,0,86,7,628,English,True,False,0.0,False,False,False,False,93,0.07921635434412266,0.13694267515923567,0.08139534883720931,0.534923339011925,False,afternoon,short,none,0
Strong Roots Gym,gym,688,2025-03-10,14,Monday,3,video,جاهزين للتمرين فيديو جديد. يا جماعة,35,0,0,38,1,626,Mixed,False,False,0.0,False,False,False,True,39,0.056686046511627904,0.06070287539936102,0.02631578947368421,0.9098837209302325,False,afternoon,short,none,3
Ramallah Roastery,cafe,6626,2025-12-14,21,Sunday,12,video,أجواء ولا أروع فيديو جديد. زورونا بفرعنا في Tulkarm,51,0,0,911,65,11119,Arabic,True,False,0.0,True,False,False,True,976,0.14729852097796559,0.0819318284018347,0.07135016465422613,1.6780863265922126,False,evening,short,none,6
Ramallah Care Pharmacy,pharmacy,13961,2025-11-06,12,Thursday,11,reel,صحتك بتهمنا شوفوا الريل. يا جماعة زورونا بفرعنا في Rafah 😍 🩺 🧴 📍,64,0,4,815,99,21539,Arabic,True,False,0.0,True,False,False,True,914,0.0654680896783898,0.03783833975579182,0.12147239263803682,1.5427977938543085,False,afternoon,short,none,6
Jericho Physio Hub,clinic,22248,2025-05-26,22,Monday,5,reel,صحتكم أولويتنا شوفوا الريل. زورونا بفرعنا في Ramallah ابعتولنا DM وخليها علينا #عيادة #مطاعم #صيدلية #تعليم #قهوة,113,5,0,3140,197,32640,Arabic,True,False,0.0,True,False,False,False,3337,0.14999101042790364,0.09620098039215687,0.06273885350318471,1.4670981661272924,False,night,medium,medium,3
Canaan Threads,store,14910,2025-01-01,6,Wednesday,1,reel,وصلت تشكيلة جديدة شوفوا الـ reel. sale اليوم 25% off اليوم! موجودين في Hebron today. Order now وخلينا نجهزلك طلبك. #عروض #Palestine #عيادة #الكترونيات #مطاعم,157,5,0,1691,171,21834,Mixed,True,True,25.0,True,False,False,True,1862,0.12488262910798122,0.07744801685444719,0.10112359550561797,1.4643863179074448,False,morning,medium,medium,6
Nablus Bites,restaurant,12745,2025-03-11,19,Tuesday,3,image,اليوم عنا أكل طيب صورة جديدة. ادعم المحلي ابعتولنا DM وخلينا نجهزلك طلبك. ☕ 💪 🛍️ 🍕,82,0,4,528,43,7414,Mixed,True,False,0.0,False,False,True,True,571,0.044801883091408395,0.0712166172106825,0.08143939393939394,0.5817183209101608,False,evening,short,none,5
Bethlehem Brew Bar,cafe,2222,2025-05-09,18,Friday,5,carousel,أجواء ولا أروع Swipe وشوفوا الباقي. يا جماعة limited offer لفترة محدودة 20% off اليوم! اطلب الآن وخلينا نجهزلك طلبك. #قهوة,122,1,0,144,15,817,Mixed,True,True,20.0,False,False,False,True,159,0.07155715571557156,0.1762545899632803,0.10416666666666667,0.36768676867686767,False,evening,medium,low,3
Qalqilya Home Store,store,52214,2025-05-05,5,Monday,5,image,وصلت تشكيلة جديدة صورة جديدة. اتصل فينا وخليها علينا,52,0,0,1738,140,11934,Arabic,True,False,0.0,False,False,False,True,1878,0.035967365074501094,0.14563432210491034,0.0805523590333717,0.22855939020186156,False,morning,short,none,3
Al Hayat Pharmacy,pharmacy,6529,2025-07-03,13,Thursday,7,carousel,صحتك بتهمنا سوايب وشوفوا التفاصيل. يا جماعة خصم 50% خصم لفترة محدودة,68,0,0,350,51,4381,Arabic,False,True,50.0,False,False,False,True,401,0.061418287639761066,0.07989043597352202,0.1457142857142857,0.6710062796752948,False,afternoon,short,none,3
Al Hayat Pharmacy,pharmacy,6600,2025-10-10,12,Friday,10,image,صحتك بتهمنا صورة جديدة. زورونا بفرعنا في Gaza منتج فلسطيني اطلب الآن وخليها علينا 🥙 📍 🎉 ✅,89,0,4,194,22,4602,Arabic,True,False,0.0,True,False,True,False,216,0.03272727272727273,0.042155584528465885,0.1134020618556701,0.6972727272727273,False,afternoon,short,none,5
Ramallah English Corner,education_center,2629,2025-02-01,20,Saturday,2,reel,استنونا بدورة جديدة شوفوا الـ reel. يا جماعة 🎉 🥙 #Palestine #مخبز,65,2,2,827,82,7452,Mixed,False,False,0.0,False,False,False,True,909,0.34575884366679344,0.11097691894793343,0.09915356711003627,2.8345378470901483,True,evening,short,low,3
Strong Roots Gym,gym,676,2025-02-23,13,Sunday,2,image,جاهزين للتمرين صورة جديدة. زورونا بفرعنا في Qalqilya راسلونا وخليها علينا #صيدلية #عروض,87,2,0,16,0,248,Arabic,True,False,0.0,True,False,False,True,16,0.023668639053254437,0.06451612903225806,0.0,0.3668639053254438,False,afternoon,short,low,6
TechSouq Ramallah,electronics_store,54894,2025-01-04,22,Saturday,1,image,وصلت أجهزة جديدة صورة جديدة. شو رأيكم؟ راسلونا وخليها علينا #تسوق,65,1,0,2688,338,21677,Arabic,True,False,0.0,False,False,False,True,3026,0.05512442161256239,0.12400239885593024,0.12574404761904762,0.3948883302364557,False,night,short,low,3
Bethlehem Brew Bar,cafe,2230,2025-12-20,13,Saturday,12,carousel,أجواء ولا أروع Swipe وشوفوا الباقي. limited offer لفترة محدودة 25% off اليوم! DM us وخلينا نجهزلك طلبك. 💪 #قهوة #Palestine #تعليم,129,3,1,284,37,1557,Mixed,True,True,25.0,False,False,False,False,321,0.14394618834080716,0.18240205523442518,0.13028169014084506,0.6982062780269058,False,afternoon,medium,low,0
Nablus Coffee Corner,cafe,3185,2025-06-22,19,Sunday,6,image,أجواء ولا أروع صورة جديدة. limited offer لفترة محدودة 40% off اليوم! اطلب الآن وخلينا نجهزلك طلبك. #قهوة #عروض,110,2,0,91,5,674,Mixed,True,True,40.0,False,False,False,False,96,0.030141287284144426,0.13501483679525222,0.054945054945054944,0.21161695447409734,False,evening,medium,low,0
Ramallah English Corner,education_center,2615,2025-11-16,2,Sunday,11,image,استنونا بدورة جديدة صورة جديدة. زورونا بفرعنا في Bethlehem ابعتولنا DM وخليها علينا #Bethlehem,94,1,0,78,10,809,Arabic,True,False,0.0,True,False,False,True,88,0.03365200764818355,0.09641532756489493,0.1282051282051282,0.30936902485659656,False,night,medium,low,6
Al Hayat Pharmacy,pharmacy,6455,2025-12-09,0,Tuesday,12,image,صحتك بتهمنا صورة جديدة. أهلا بالناس الحلوة موجودين في Gaza today. ابعتولنا DM وخلينا نجهزلك طلبك. ☕ 🛍️ 🎉 🍰,106,0,4,76,2,1123,Mixed,True,False,0.0,True,False,False,True,78,0.012083656080557708,0.06767586821015138,0.02631578947368421,0.1739736638264911,False,night,medium,none,6
Laila Hair & Nails,beauty_salon,3044,2025-06-20,4,Friday,6,reel,دلعي حالك شوفوا الـ reel. خصم special 30% off اليوم! موجودين في Nablus today. زورونا وخلينا نجهزلك طلبك. #عروض #تعليم #مطاعم #SupportLocal,138,4,0,798,46,9346,Mixed,True,True,30.0,True,False,False,True,844,0.27726675427069647,0.08538412154932591,0.05764411027568922,3.0703022339027597,True,night,medium,medium,6
Olive Tree Learning,education_center,9163,2025-03-12,14,Wednesday,3,image,استنونا بدورة جديدة صورة جديدة. DM us وخلينا نجهزلك طلبك. 🍰 🔥,61,0,2,1004,161,7069,Mixed,True,False,0.0,False,False,False,False,1165,0.127141765797228,0.14202857547036357,0.1603585657370518,0.7714722252537378,False,afternoon,short,none,0
Nablus Skin Center,clinic,13067,2025-04-07,20,Monday,4,image,صحتكم أولويتنا صورة جديدة. احنا جاهزين زورونا بفرعنا في Nablus احجز الآن وخليها علينا #مطاعم #عيادة,99,2,0,171,8,3877,Arabic,True,False,0.0,True,False,False,True,179,0.0136986301369863,0.04410626773278308,0.04678362573099415,0.2967016147547256,False,evening,medium,low,6
Bethlehem Brew Bar,cafe,2245,2025-08-13,13,Wednesday,8,carousel,أجواء ولا أروع سوايب وشوفوا التفاصيل. زورونا بفرعنا في Jericho من قلب فلسطين زورونا وخليها علينا 🧴 🔥 ☕ 🎉 #مخبز #تعليم #Palestine #الكترونيات,140,4,4,87,6,613,Arabic,True,False,0.0,True,False,True,False,93,0.04142538975501114,0.14192495921696574,0.06896551724137931,0.2730512249443207,False,afternoon,medium,medium,5
Nablus Mobile Center,electronics_store,40087,2025-12-20,19,Saturday,12,reel,وصلت أجهزة جديدة شوفوا الريل. راسلونا وخليها علينا #Palestine #مطاعم,68,2,0,19251,944,158906,Arabic,True,False,0.0,False,False,False,False,20195,0.5037792800658568,0.12114709325009754,0.049036413692795176,3.9640282385810863,True,evening,short,low,0
Gaza Seaside Kitchen,restaurant,4461,2025-12-28,12,Sunday,12,reel,اليوم عنا أكل طيب شوفوا الريل. زورونا وخليها علينا #Palestine #مطاعم,68,2,0,673,37,12778,Arabic,True,False,0.0,False,False,False,True,710,0.15915713965478592,0.05266864924088277,0.0549777117384844,2.864380183815288,False,afternoon,short,low,3
Jericho Physio Hub,clinic,20909,2025-08-23,14,Saturday,8,reel,صحتكم أولويتنا شوفوا الريل. يا جماعة زورونا وخليها علينا 🥙 #Ramallah #Palestine,79,2,1,1359,62,49968,Arabic,True,False,0.0,True,False,False,True,1421,0.06796116504854369,0.027197406340057635,0.04562178072111847,2.389784303410015,False,afternoon,short,low,6
Hebron Fresh Bakery,bakery,1471,2025-12-21,13,Sunday,12,reel,طازة من الفرن شوفوا الـ reel. صنع محلي 💪 🎉 🛍️ #SupportLocal #تسوق #قهوة #مطاعم,78,4,3,310,27,2308,Mixed,False,False,0.0,False,False,True,False,337,0.2290958531611149,0.134315424610052,0.08709677419354839,1.5690006798096532,True,afternoon,short,medium,2
Olive Tree Learning,education_center,9041,2025-12-28,21,Sunday,12,image,استنونا بدورة جديدة صورة جديدة. يا جماعة زورونا وخلينا نجهزلك طلبك. 🥙 📚 😍 🍰,75,0,4,297,15,9474,Mixed,True,False,0.0,False,False,False,True,312,0.03450945691848247,0.03134895503483217,0.050505050505050504,1.0478929321977657,False,evening,short,none,3
Olive Tree Learning,education_center,8928,2025-06-07,19,Saturday,6,image,استنونا بدورة جديدة صورة جديدة. زورونا بفرعنا في Hebron ابعتولنا DM وخليها علينا #قهوة #Palestine #مطاعم,104,3,0,365,39,3945,Arabic,True,False,0.0,True,False,False,False,404,0.04525089605734767,0.09252217997465145,0.10684931506849316,0.4418682795698925,False,evening,medium,low,3
Gaza Glow Salon,beauty_salon,1171,2025-01-10,19,Friday,1,image,دلعي حالك صورة جديدة. يا جماعة موجودين في Hebron today. 📍,57,0,1,29,2,497,Mixed,False,False,0.0,True,False,False,True,31,0.026473099914602904,0.05835010060362173,0.06896551724137931,0.42442356959863364,False,evening,short,none,6
Hebron Table,restaurant,4770,2025-04-14,13,Monday,4,video,اليوم عنا أكل طيب فيديو جديد. عرض خاص 50% خصم لفترة محدودة زورونا بفرعنا في Nablus #عروض,88,1,0,1137,105,9417,Arabic,True,True,50.0,True,False,False,False,1242,0.26037735849056604,0.1207390888818095,0.09234828496042216,1.9742138364779873,True,afternoon,short,low,3
Jericho Date Bakery,bakery,2776,2025-06-09,20,Monday,6,image,طازة من الفرن صورة جديدة. موجودين في Jericho today. Order now وخلينا نجهزلك طلبك. ☕ #Palestine,94,1,1,195,9,1716,Mixed,True,False,0.0,True,False,False,False,204,0.07348703170028818,0.11363636363636363,0.046153846153846156,0.6181556195965417,False,evening,medium,low,3
TechSouq Ramallah,electronics_store,54533,2025-10-04,22,Saturday,10,reel,وصلت أجهزة جديدة شوفوا الريل. احنا جاهزين زورونا بفرعنا في Qalqilya #جيم #عروض,78,2,0,28873,2459,195910,Arabic,True,False,0.0,True,False,False,True,31332,0.5745511891881979,0.147378898473789,0.08516607210889066,3.592503621660279,True,night,short,low,6
Al Hayat Pharmacy,pharmacy,6376,2025-12-30,14,Tuesday,12,carousel,صحتك بتهمنا سوايب وشوفوا التفاصيل. ابعتولنا DM وخليها علينا 💪,61,0,1,318,37,4612,Arabic,True,False,0.0,False,False,False,True,355,0.05567754077791719,0.06895056374674761,0.11635220125786164,0.7233375156838143,False,afternoon,short,none,3
Nablus Bites,restaurant,12736,2025-06-04,22,Wednesday,6,reel,اليوم عنا أكل طيب شوفوا الريل. احنا جاهزين #مطاعم #تعليم,56,2,0,1213,68,12648,Arabic,False,False,0.0,False,False,False,True,1281,0.10058103015075377,0.0959044908285895,0.05605935696619951,0.9930904522613065,False,night,short,low,3
Qalqilya Home Store,store,52339,2025-11-03,23,Monday,11,image,وصلت تشكيلة جديدة صورة جديدة. DM us وخلينا نجهزلك طلبك. #قهوة,61,1,0,2473,278,31634,Mixed,True,False,0.0,False,False,False,False,2751,0.05256118764210245,0.07817538091926408,0.11241407197735544,0.6044058923556048,False,night,short,low,0
Canaan Threads,store,14522,2025-08-11,8,Monday,8,carousel,New arrivals just landed Swipe to see more. DM us. #Hebron #SupportLocal #تسوق,78,3,0,818,47,8652,English,True,False,0.0,True,False,False,False,865,0.059564798237157414,0.09454461396208969,0.05745721271393643,0.595785704448423,False,morning,short,low,3
Gaza Glow Salon,beauty_salon,1152,2025-07-04,21,Friday,7,carousel,دلعي حالك سوايب وشوفوا التفاصيل. زورونا بفرعنا في Hebron منتج فلسطيني #Hebron #قهوة #صيدلية,91,3,0,122,19,1072,Arabic,True,False,0.0,True,False,True,False,141,0.12239583333333333,0.11380597014925373,0.1557377049180328,0.9305555555555556,False,evening,medium,low,5
Strong Roots Gym,gym,691,2025-10-07,20,Tuesday,10,reel,جاهزين للتمرين شوفوا الريل. شو رأيكم؟ خصم 50% خصم لفترة محدودة زورونا بفرعنا في Qalqilya #عروض,94,1,0,418,35,2813,Arabic,True,True,50.0,True,False,False,True,453,0.6555716353111433,0.14859580519018842,0.08373205741626795,4.070911722141823,True,evening,medium,low,6
Canaan Threads,store,15212,2025-03-27,4,Thursday,3,image,New arrivals just landed Photo drop. رمضان كريم #Hebron #Palestine #SupportLocal #تسوق,86,4,0,120,13,1248,English,False,False,0.0,True,True,False,False,133,0.008743097554562188,0.09615384615384616,0.10833333333333334,0.0820404943465685,False,night,short,medium,5
Jericho Physio Hub,clinic,21330,2025-12-25,21,Thursday,12,image,صحتكم أولويتنا صورة جديدة. راسلونا وخليها علينا #Ramallah #صيدلية,65,2,0,631,70,12129,Arabic,True,False,0.0,True,False,False,False,701,0.032864510079699955,0.052024074532113114,0.1109350237717908,0.5686357243319269,False,evening,short,low,3
Qalqilya Home Store,store,52817,2025-12-28,18,Sunday,12,reel,وصلت تشكيلة جديدة شوفوا الريل. أهلا بالناس الحلوة زورونا بفرعنا في Tulkarm راسلونا وخليها علينا 🍕 #جيم #تسوق,108,2,1,12944,1685,121818,Arabic,True,False,0.0,True,False,False,True,14629,0.27697521631292954,0.10625687501026121,0.1301761433868974,2.30641649468921,True,evening,medium,low,6
Canaan Threads,store,15052,2025-01-06,1,Monday,1,reel,وصلت تشكيلة جديدة شوفوا الـ reel. يا جماعة sale اليوم 10% off اليوم! DM us وخلينا نجهزلك طلبك.,94,0,0,5452,877,30988,Mixed,True,True,10.0,False,False,False,True,6329,0.42047568429444593,0.1759390731896218,0.16085840058694056,2.058729736912038,True,night,medium,none,3
TechSouq Ramallah,electronics_store,54648,2025-06-15,13,Sunday,6,image,وصلت أجهزة جديدة صورة جديدة. خصم special 5% off اليوم! موجودين في Qalqilya today. زورونا وخلينا نجهزلك طلبك. ☕ ✅ 🥙 😍,116,0,4,3300,542,61098,Mixed,True,True,5.0,True,False,False,True,3842,0.07030449421753769,0.05401158794068545,0.16424242424242425,1.1180281071585418,False,afternoon,medium,none,6
Al Hayat Pharmacy,pharmacy,6469,2025-07-20,18,Sunday,7,reel,صحتك بتهمنا شوفوا الريل. راسلونا وخليها علينا #SupportLocal #صيدلية #مخبز,73,3,0,951,31,12557,Arabic,True,False,0.0,False,False,False,False,982,0.1518008965837069,0.07573464999601816,0.03259726603575184,1.9411037254598855,False,evening,short,low,0
Gaza Family Pharmacy,pharmacy,12751,2025-11-28,21,Friday,11,image,صحتك بتهمنا صورة جديدة. يا جماعة موجودين في Nablus today. #Nablus #Palestine #عروض #قهوة #عيادة,95,5,0,194,4,6696,Mixed,False,False,0.0,True,False,False,True,198,0.015528193867147674,0.02897252090800478,0.020618556701030927,0.5251352835071759,False,evening,medium,medium,6
Qahwa Al-Quds,cafe,2811,2025-12-01,0,Monday,12,reel,أجواء ولا أروع شوفوا الريل. شو رأيكم؟ زورونا بفرعنا في Jenin 🩺 #قهوة,68,1,1,381,38,7749,Arabic,True,False,0.0,True,False,False,True,419,0.14905727499110638,0.04916763453348819,0.09973753280839895,2.75667022411953,False,night,short,low,6
Al Amal Dental,clinic,4683,2025-04-14,19,Monday,4,reel,صحتكم أولويتنا شوفوا الـ reel. موجودين في Rafah today. ✨ 🍰 💪 🎉,62,0,4,331,11,4145,Mixed,False,False,0.0,True,False,False,True,342,0.07303010890454836,0.07985524728588661,0.03323262839879154,0.885116378389921,False,evening,short,none,6
TechSouq Ramallah,electronics_store,54113,2025-02-11,22,Tuesday,2,image,وصلت أجهزة جديدة صورة جديدة. يا جماعة عرض خاص 25% خصم لفترة محدودة زورونا وخليها علينا #صيدلية #SupportLocal,108,2,0,2287,242,22552,Arabic,True,True,25.0,False,False,False,True,2529,0.04673553489919243,0.1014100744945016,0.10581547879317883,0.4167575259179864,False,night,medium,low,3
Qahwa Al-Quds,cafe,2879,2025-03-18,13,Tuesday,3,reel,Coffee vibes all day Watch the reel. كل عام وأنتم بخير DM us. 🩺 #قهوة #Palestine #مطاعم,87,3,1,1261,82,8883,English,True,False,0.0,False,True,False,False,1343,0.46648141715873565,0.14195654621186535,0.06502775574940524,3.085446335533171,True,afternoon,short,low,2
Nablus Health Point,pharmacy,5515,2025-04-13,12,Sunday,4,reel,صحتك بتهمنا شوفوا الريل. يا جماعة عيد مبارك ابعتولنا DM وخليها علينا #Ramallah #Palestine #تسوق,95,3,0,1372,114,12824,Arabic,True,False,0.0,True,True,False,True,1486,0.26944696282864916,0.10698689956331878,0.08309037900874636,2.325294650951949,True,afternoon,medium,low,8
Strong Roots Gym,gym,699,2025-09-25,14,Thursday,9,reel,Train stronger this week Watch the reel. Available now in Qalqilya. #جيم #صيدلية,80,2,0,16,1,473,English,False,False,0.0,True,False,False,False,17,0.024320457796852647,0.03382663847780127,0.0625,0.6766809728183119,False,afternoon,short,low,3
Gaza Power House,gym,5912,2025-12-23,9,Tuesday,12,carousel,جاهزين للتمرين سوايب وشوفوا التفاصيل. أهلا بالناس الحلوة عرض خاص 5% خصم لفترة محدودة,84,0,0,480,59,3323,Arabic,False,True,5.0,False,False,False,True,539,0.09117050067658998,0.14444778814324405,0.12291666666666666,0.5620771312584574,False,morning,short,none,3
Qalqilya Home Store,store,51950,2025-12-20,5,Saturday,12,image,وصلت تشكيلة جديدة صورة جديدة. اتصل فينا وخليها علينا ✅ 🔥 💪 📚 #تعليم #جيم #Palestine #SupportLocal,97,4,4,3736,496,30113,Arabic,True,False,0.0,False,False,False,False,4232,0.08146294513955726,0.12406601799887092,0.13276231263383298,0.5796535129932627,False,morning,medium,medium,0
Hebron Study Hub,education_center,24401,2025-12-26,22,Friday,12,image,استنونا بدورة جديدة صورة جديدة. شو رأيكم؟ limited offer لفترة محدودة 30% off اليوم! ادعم المحلي 😍 🩺 🛍️ ✨ #عروض,110,1,4,2563,373,23178,Mixed,False,True,30.0,False,False,True,True,2936,0.12032293758452522,0.11057899732504961,0.14553257900897387,0.9498791033154379,False,night,medium,low,5
Ramallah Roastery,cafe,6511,2025-06-27,13,Friday,6,reel,أجواء ولا أروع شوفوا الـ reel. أهلا بالناس الحلوة limited offer لفترة محدودة 20% off اليوم! زورونا وخلينا نجهزلك طلبك. #قهوة #تسوق #صيدلية,138,3,0,1855,98,10383,Mixed,True,True,20.0,False,False,False,True,1953,0.2999539241283981,0.1786574207839738,0.052830188679245285,1.5946859161419138,True,afternoon,medium,low,3
Bethlehem Brew Bar,cafe,2246,2025-12-29,14,Monday,12,reel,أجواء ولا أروع شوفوا الـ reel. أهلا بالناس الحلوة limited offer لفترة محدودة 20% off اليوم! Order now وخلينا نجهزلك طلبك. 📚 ✨ 📍 💪 #عروض #قهوة #Palestine #SupportLocal,166,4,4,1468,220,10686,Mixed,True,True,20.0,False,False,False,True,1688,0.7515583259127337,0.13737600598914468,0.14986376021798364,4.757791629563669,True,afternoon,medium,medium,3
Qahwa Al-Quds,cafe,2851,2025-09-03,3,Wednesday,9,video,أجواء ولا أروع فيديو جديد. يا جماعة ابعتولنا DM وخليها علينا #قهوة #Palestine #تعليم #الكترونيات #SupportLocal,110,5,0,370,28,2428,Arabic,True,False,0.0,False,False,False,True,398,0.13960014030164855,0.15238879736408567,0.07567567567567568,0.8516310066643283,False,night,medium,medium,3
Nablus Skin Center,clinic,12659,2025-06-29,14,Sunday,6,image,صحتكم أولويتنا صورة جديدة. راسلونا وخليها علينا,47,0,0,812,59,12821,Arabic,True,False,0.0,False,False,False,True,871,0.06880480290702268,0.0633335933234537,0.07266009852216748,1.0127972193696184,False,afternoon,short,none,3
Ramallah Care Pharmacy,pharmacy,13175,2025-03-12,18,Wednesday,3,image,صحتك بتهمنا صورة جديدة. خصم special 50% off اليوم! ابعتولنا DM وخلينا نجهزلك طلبك. #عروض #SupportLocal #تعليم #تسوق,115,4,0,1025,136,14809,Mixed,True,True,50.0,False,False,False,True,1161,0.08812144212523719,0.069214666756702,0.1326829268292683,1.124022770398482,False,evening,medium,medium,3
Tulkarm Streetwear,store,35020,2025-10-22,14,Wednesday,10,image,وصلت تشكيلة جديدة صورة جديدة. ابعتولنا DM وخليها علينا #Palestine #مخبز,71,2,0,3974,510,26297,Arabic,True,False,0.0,False,False,False,True,4484,0.1280411193603655,0.15111989960832034,0.12833417211877202,0.7509137635636779,False,afternoon,short,low,3
Al Hayat Pharmacy,pharmacy,6261,2025-07-05,10,Saturday,7,image,صحتك بتهمنا صورة جديدة. يا جماعة Order now وخلينا نجهزلك طلبك.,62,0,0,77,7,3172,Mixed,True,False,0.0,False,False,False,True,84,0.013416387158600862,0.024274905422446407,0.09090909090909091,0.5066283341319278,False,morning,short,none,3
Ramallah Fit Hub,gym,4297,2025-11-02,12,Sunday,11,reel,Train stronger this week Watch the reel. limited offer: 25% off. Book now. 📚 🛍️ 🔥 ☕ #جيم,88,1,4,1913,297,16048,English,True,True,25.0,False,False,False,False,2210,0.5143123109145916,0.1192048853439681,0.15525352848928384,3.7346986269490343,True,afternoon,short,low,0
TechSouq Ramallah,electronics_store,52361,2025-04-05,14,Saturday,4,reel,وصلت أجهزة جديدة شوفوا الريل. خصم 25% خصم لفترة محدودة زورونا بفرعنا في Qalqilya رمضان كريم #عروض #الكترونيات #تسوق #مطاعم,122,4,0,7914,596,49875,Arabic,True,True,25.0,True,True,False,False,8510,0.16252554382078263,0.1586766917293233,0.07530957796310336,0.9525219151658677,False,afternoon,medium,medium,5
Al Amal Dental,clinic,4674,2025-02-27,7,Thursday,2,carousel,صحتكم أولويتنا سوايب وشوفوا التفاصيل. اطلب الآن وخليها علينا 🍕 🧴 🛍️ ☕,69,0,4,120,14,4889,Arabic,True,False,0.0,False,False,False,False,134,0.02866923406076166,0.024544896706893027,0.11666666666666667,1.0459991442019683,False,morning,short,none,0
Al Hayat Pharmacy,pharmacy,6425,2025-03-03,14,Monday,3,image,صحتك بتهمنا صورة جديدة. من قلب فلسطين اطلب الآن وخليها علينا,60,0,0,393,54,4443,Arabic,True,False,0.0,False,False,True,False,447,0.06957198443579767,0.08845374746792707,0.13740458015267176,0.6915175097276265,False,afternoon,short,none,2
Nablus Coffee Corner,cafe,3040,2025-08-21,19,Thursday,8,image,أجواء ولا أروع صورة جديدة. أهلا بالناس الحلوة زورونا بفرعنا في Qalqilya منتج فلسطيني #قهوة,90,1,0,284,26,1944,Arabic,True,False,0.0,True,False,True,True,310,0.10197368421052631,0.14609053497942387,0.09154929577464789,0.6394736842105263,False,evening,medium,low,8
