antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_len,consequent_len,consequent_item,antecedents_str,consequent_str,min_support,min_confidence,min_lift,max_antecedent_len
"frozenset({'hashtag=palestine', 'hashtag=like', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=palestine, hashtag=yummy}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=توصيل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=قلقيلية', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=يمي', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=yummy', 'hashtag=دجاج'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=دجاج}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=yummy', 'hashtag=palestine'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=توصيل_طلبات}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=follow', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=palestine, hashtag=yummy}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=delivery', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=palestine, hashtag=yummy}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=palestine', 'hashtag=بيت_لحم', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=palestine, hashtag=yummy, hashtag=بيت_لحم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=طولكرم', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=طولكرم, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=الخليل', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=توصيل', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=قلقيلية, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=كنتاكي', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=فلسطين, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=يمي', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=كنتاكي, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=دجاج', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=دجاج, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل_طلبات, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=follow', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=yummy, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=delivery', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=yummy, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=بيت_لحم', 'hashtag=yummy', 'hashtag=كنتاكي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=بيت_لحم, hashtag=كنتاكي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=طولكرم', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=طولكرم', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=طولكرم, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=طولكرم', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=طولكرم, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=يمي', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=طولكرم, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=طولكرم', 'hashtag=دجاج'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=دجاج, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل_طلبات, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=follow', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=yummy, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=delivery', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=yummy, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=بيت_لحم', 'hashtag=yummy', 'hashtag=طولكرم'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=بيت_لحم, hashtag=طولكرم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=الخليل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=الخليل', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=توصيل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=الخليل', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=يمي', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=الخليل', 'hashtag=دجاج'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=دجاج}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=توصيل_طلبات}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=follow', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=yummy, hashtag=الخليل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=delivery', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=yummy, hashtag=الخليل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=بيت_لحم', 'hashtag=yummy', 'hashtag=الخليل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=الخليل, hashtag=بيت_لحم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=توصيل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=قلقيلية', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=يمي'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=yummy', 'hashtag=دجاج'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=دجاج}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=like', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=توصيل_طلبات}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=follow', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=like, hashtag=yummy}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=delivery', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=like, hashtag=yummy}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=like', 'hashtag=بيت_لحم', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=like, hashtag=yummy, hashtag=بيت_لحم}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=توصيل', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=يمي', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=دجاج', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=دجاج}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل, hashtag=توصيل_طلبات}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=follow', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=yummy, hashtag=توصيل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=delivery', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=yummy, hashtag=توصيل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=بيت_لحم', 'hashtag=yummy', 'hashtag=توصيل'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=بيت_لحم, hashtag=توصيل}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=فلسطين, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=يمي', 'hashtag=قلقيلية', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=قلقيلية, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=yummy', 'hashtag=دجاج'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=دجاج, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=قلقيلية', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل_طلبات, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=follow', 'hashtag=yummy', 'hashtag=قلقيلية'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=yummy, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=قلقيلية', 'hashtag=delivery', 'hashtag=yummy'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=yummy, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=بيت_لحم', 'hashtag=yummy', 'hashtag=قلقيلية'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=بيت_لحم, hashtag=قلقيلية}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=يمي', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=فلسطين, hashtag=يمي}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=yummy', 'hashtag=دجاج', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=دجاج, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=توصيل_طلبات', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=yummy, hashtag=توصيل_طلبات, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=follow', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=follow, hashtag=yummy, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
"frozenset({'hashtag=delivery', 'hashtag=yummy', 'hashtag=فلسطين'})",frozenset({'high_view_rate'}),0.050314465408805034,0.27672955974842767,0.025157232704402517,0.5,1.8068181818181819,0.011233732842846407,1.4465408805031448,0.47019867549668876,3,1,high_view_rate,"{hashtag=delivery, hashtag=yummy, hashtag=فلسطين}",{high_view_rate},0.01,0.4,1.2,3
