business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,kind,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,349.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.00266412213740458,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,398.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0030381679389312978,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0
Venus Boutique / فينوس بوتيك,Fashion,131000.0,2025-05-07,0.0,Wednesday,5,reel,شنط مميزة شغل يدوي مميز 🤎 جنين برج الساعة الطابق الارضي للطلب عبر رسائل الصفحة,78,0,1,0.0,0.0,503.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0038396946564885496,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,few,low,large,0,0,0
Shamsboutique,Fashion,739.0,2026-03-13,0.0,Friday,3,reel,"Pov: فستانك من شمس بوتيك بسعر 80 شيقل فقط 🦋
بجنن بنات فقط 80 شيقل 🤎",67,0,2,7.0,0.0,8800.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,7.0,0.009472259810554804,0.009472259810554804,0.0,11.907983761840324,0.0007954545454545455,2026-03-09/2026-03-15,0,1,night,medium,none,few,high,small,1,1,0
Shamsboutique,Fashion,739.0,2026-03-14,0.0,Saturday,3,reel,فستان جنز بجنن متوفر بالدرجتين 🌸,32,0,1,4.0,0.0,1800.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.005412719891745603,0.005412719891745603,0.0,2.435723951285521,0.0022222222222222222,2026-03-09/2026-03-15,0,1,night,short,none,few,high,small,1,1,0
Shamsboutique,Fashion,739.0,2026-03-15,0.0,Sunday,3,reel,"فستان أنيق قيمة الفخامة 🌸
متوفر ب 5 ألوان عرض أقل",49,0,1,4.0,0.0,1700.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.005412719891745603,0.005412719891745603,0.0,2.300405953991881,0.002352941176470588,2026-03-09/2026-03-15,0,1,night,short,none,few,high,small,1,1,0
Shamsboutique,Fashion,739.0,2026-03-16,0.0,Monday,3,reel,"أطقم ب سووت بجننو كتير ناعمين 🌸
متوفرين ب 6 ألوان عرض أقل",57,0,1,3.0,0.0,1200.0,Arabic,False,True,0.0,False,False,False,True,0.0,,3.0,0.0040595399188092015,0.0040595399188092015,0.0,1.6238159675236807,0.0025,2026-03-16/2026-03-22,0,1,night,short,none,few,medium,small,0,1,0
Shamsboutique,Fashion,739.0,2026-03-17,0.0,Tuesday,3,reel,"فستان ناعم جداً 🌸
متوفر ب 4 ألوان عرض أقل",41,0,1,4.0,0.0,1900.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.005412719891745603,0.005412719891745603,0.0,2.571041948579161,0.002105263157894737,2026-03-16/2026-03-22,0,1,night,short,none,few,high,small,1,1,0
Shamsboutique,Fashion,739.0,2026-03-18,0.0,Wednesday,3,reel,"الفستان اللي رح تتميزي فيه 🌻
متوفر ب 3 ألوان عرض أقل",52,0,1,0.0,0.0,1800.0,Arabic,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,2.435723951285521,0.0,2026-03-16/2026-03-22,0,1,night,short,none,few,low,small,0,1,0
Shamsboutique,Fashion,739.0,2026-03-19,0.0,Thursday,3,reel,بسط بلنات متوفر ب 6 ألوان خرافية 🌸,34,0,1,4.0,0.0,1100.0,Arabic,False,True,0.0,False,False,False,True,0.0,,4.0,0.005412719891745603,0.005412719891745603,0.0,1.4884979702300405,0.0036363636363636364,2026-03-16/2026-03-22,0,1,night,short,none,few,high,small,1,1,0
Shamsboutique,Fashion,739.0,2026-03-20,0.0,Friday,3,reel,"Wooow 🧚‍♀️
التنسيقة الأجمل الحيرة متوفرة بلونين والتنورة منها 3 درجات",69,0,1,0.0,0.0,1200.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,1.6238159675236807,0.0,2026-03-16/2026-03-22,0,1,night,medium,none,few,low,small,0,1,0
Shamsboutique,Fashion,739.0,2026-03-21,0.0,Saturday,3,reel,"Pov: لقيتي الترانش اللي بجمع بين الأناقة والراحة 🌻
بجنن متوفر ب 6 ألوان ولا أحلى 🌻",82,0,2,0.0,0.0,1100.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,1.4884979702300405,0.0,2026-03-16/2026-03-22,0,1,night,medium,none,few,low,small,0,1,0
Shamsboutique,Fashion,739.0,2026-03-22,0.0,Sunday,3,reel,"الجاكيت الأكثر طلباً ❤️
متوفر ب 4 ألوان عرض أقل",47,0,1,13.0,6.0,1600.0,Arabic,False,True,0.0,False,False,False,True,0.0,,19.0,0.02571041948579161,0.017591339648173207,0.008119079837618403,2.165087956698241,0.011875,2026-03-16/2026-03-22,0,1,night,short,none,few,high,small,1,1,1
Shamsboutique,Fashion,739.0,2026-03-23,0.0,Monday,3,reel,"Pov: تنسيقتك الأنيقة من شمس بوتيك 🌸
بجنن التنسيقة بنات 🌸",56,0,2,0.0,0.0,1500.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,2.029769959404601,0.0,2026-03-23/2026-03-29,0,1,night,short,none,few,low,small,0,1,0
Shamsboutique,Fashion,739.0,2026-03-27,0.0,Friday,3,reel,"Pov: طقمك الراقي من شمس بوتيك 🌻
متوفر ب 3 ألوان 🌻",49,0,2,0.0,0.0,1700.0,Arabic/English Mixed,False,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,2.300405953991881,0.0,2026-03-23/2026-03-29,0,1,night,short,none,few,low,small,0,1,0
Shamsboutique,Fashion,739.0,2026-05-05,0.0,Tuesday,5,reel,متوفر منه عدة ألوان 🌿,21,0,1,23.0,3.0,7081.0,Arabic,False,True,0.0,False,False,False,True,1.0,,26.0,0.035182679296346414,0.03112313937753721,0.0040595399188092015,9.581867388362653,0.0036717977686767404,2026-05-04/2026-05-10,0,1,night,short,none,few,high,small,1,1,1
Shamsboutique,Fashion,739.0,2026-05-04,0.0,Monday,5,reel,🌿🌿🌿,3,0,3,9.0,0.0,2485.0,Emoji Only,False,True,0.0,False,False,False,False,1.0,,9.0,0.012178619756427604,0.012178619756427604,0.0,3.3626522327469552,0.0036217303822937627,2026-05-04/2026-05-10,0,1,night,short,none,few,high,small,1,1,0
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,فساتين الصيف بـ10 شيكل بس، جاروان دوّار نابلس,48,0,0,0.0,0.0,9900.0,Arabic,True,True,10.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.026829268292682926,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,الطقم الصيفي كتان مع شميز وبدلة للموسم بسعر 40 شيكل,60,0,0,0.0,0.0,9400.0,Arabic,True,True,40.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.025474254742547425,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,طقم العيد قميص وبنطلون خامة ممتازة بسعر 40 شيكل,55,0,0,0.0,0.0,6800.0,Arabic,True,True,40.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.01842818428184282,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-07,0.0,Wednesday,5,reel,طقم بناتي للصبايا بسعر 25 شيكل,34,0,0,0.0,0.0,7300.0,Arabic,True,True,25.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.01978319783197832,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,أحلى لون بـ30 شيكل، تنورة منقطة للصيف,42,0,0,0.0,0.0,10000.0,Arabic,True,True,30.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.02710027100271003,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,بجامة الطفلة 25 شيكل، بتجنن للصيف,38,0,0,0.0,0.0,13000.0,Arabic,True,True,25.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.03523035230352303,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,بجامة الستان بـ20 شيكل، خامة مريحة وألوان حلوة,52,0,0,0.0,0.0,27000.0,Arabic,True,True,20.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-06,0.0,Tuesday,5,reel,بناطيل قماش للصيف بألوان مختلفة، السعر 15 شيكل,52,0,0,0.0,0.0,3300.0,Arabic,True,True,15.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.00894308943089431,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-05,0.0,Monday,5,reel,طقم العيد بناتي قماش مرتب بسعر 40 شيكل، توصيل للضفة والداخل,68,0,0,0.0,0.0,2400.0,Arabic,True,True,40.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0065040650406504065,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-05,0.0,Monday,5,reel,بجامة صبايا بـ25 شيكل، ألوان صيفية وخامة مريحة,52,0,0,0.0,0.0,2900.0,Arabic,True,True,25.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.007859078590785908,0.0,2025-05-05/2025-05-11,0,1,night,short,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-04,0.0,Sunday,5,reel,بجامات صيفية للأطفال بألوان ونقشات مختلفة، السعر مناسب والعرض متوفر,72,0,0,0.0,0.0,3500.0,Arabic,True,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.009485094850948509,0.0,2025-04-28/2025-05-04,0,1,night,medium,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-04,0.0,Sunday,5,reel,تشكيلة ملابس صيفية جديدة للصبايا، خامات مرتبة وأسعار منافسة,65,0,0,0.0,0.0,6200.0,Arabic,True,True,0.0,False,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.016802168021680216,0.0,2025-04-28/2025-05-04,0,1,night,medium,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-05,0.0,Monday,5,reel,زي كل مرة بنرجعلكم بأجدد ترندات العيد، أناقة ودلع بس 30 شيكل، لبكرة داخل جروان الدوار، عرض أقل,104,0,0,0.0,0.0,11000.0,Arabic,True,True,30.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.02981029810298103,0.0,2025-05-05/2025-05-11,0,1,night,medium,none,none,low,large,0,0,0
جروان الدوار,Fashion,369000.0,2025-05-04,0.0,Sunday,5,reel,طقم العيد 40 شيكل لخامة راقية، عروض العيد مستمرة داخل جروان الدوار، توصيل للضفة والداخل,94,0,0,0.0,0.0,11000.0,Arabic,True,True,40.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.02981029810298103,0.0,2025-04-28/2025-05-04,0,1,night,medium,none,none,low,large,0,0,0
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"بلوزة سادة نص اوفر سايز متوفرة ب 6 الوان 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",122,0,3,0.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,small,0,0,0
99streetwear,Fashion,5200.0,2026-05-06,0.0,Wednesday,5,reel,"بلوزة اولد مني خامة ممتازة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",108,0,3,1.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,1.0,0.0001923076923076923,0.0001923076923076923,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,small,0,0,0
99streetwear,Fashion,5200.0,2026-05-06,0.0,Wednesday,5,reel,"قميص اوفر سايز خامة ممتازة متوفر بلونين 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",121,0,3,1.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,1.0,0.0001923076923076923,0.0001923076923076923,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,low,small,0,0,0
99streetwear,Fashion,5200.0,2026-05-05,0.0,Tuesday,5,reel,"بلوزة اوفر سايز خامة جداً ممتازة متوفرة ب 4 الوان مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",137,0,3,1.0,1.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,2.0,0.0003846153846153846,0.0001923076923076923,0.0001923076923076923,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,0,1
99streetwear,Fashion,5200.0,2026-05-04,0.0,Monday,5,reel,"بنطلون باجي خامة جداً مميزة متوفر ب 12 لون 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",124,0,3,2.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,2.0,0.0003846153846153846,0.0003846153846153846,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,0,0
99streetwear,Fashion,5200.0,2026-05-04,0.0,Monday,5,reel,"بنطلون خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",99,0,3,3.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,3.0,0.000576923076923077,0.000576923076923077,0.0,0.0,0.0,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,0,0
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"قميص اوفر سايز متوفر بالاخضر والبيج 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",117,0,3,3.0,0.0,4400.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,3.0,0.000576923076923077,0.000576923076923077,0.0,0.8461538461538461,0.0006818181818181819,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,1,0
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"بلوزة مخططة خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",104,0,3,9.0,2.0,5300.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,11.0,0.0021153846153846153,0.0017307692307692308,0.0003846153846153846,1.0192307692307692,0.0020754716981132076,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,1,1
99streetwear,Fashion,5200.0,2026-05-07,0.0,Thursday,5,reel,"بلوزة اولد مني خامة مميزة 🔥
توصيل خلال 24 ساعة 🚚
📍 العنوان : الخليل - الحرس - بجانب lc waikiki - عمارة عرفة",107,0,3,4.0,0.0,2600.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,4.0,0.0007692307692307692,0.0007692307692307692,0.0,0.5,0.0015384615384615385,2026-05-04/2026-05-10,0,1,night,medium,none,few,medium,small,0,1,0
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"فستان واحد بخلي كل مناسبة أجمل — تألقي كأم منتظرة

فستان حمل مريح وخفيف مع طبقات ناعمة تمنح حركة ساحرة وشكل جميل للبطن، مثال للظهور بالمناسبات أو للبس اليومي المميز

اشتريه من baby bump

رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قرب نوتيلا شوي)

توصيل لكافة مناطق البلاد.

للحجز: 0599940448",317,0,0,3.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,3.0,0.0002,0.0002,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,low,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"جينز حمل يحفظ شكلك و يعطيكي راحة كل يوم!

جينز دنيم بخصر مرتفع وبطن داعم مطاطي يضم البطن بدون ضغط

قصة مستقيمة عملية للمشاوير والعمل.

متوفر الآن في baby bump

رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قرب نوتيلا شوي)

توصيل لكافة مناطق البلاد

للحجز: 0599940448",289,0,0,21.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,21.0,0.0014,0.0014,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"قطعة أساسية في خزانة الحامل — سهلة، ناعمة، متوفرة!

بلوزة قطن ناعمة مناسبة للتركيبات اليومية والراحة طوال اليوم.

متوفرة بالألوان الثلاثة: أبيض، زهري، أزرق

وبمقاسات M-XXL

اشتريها من baby bump — رام الله، شارع الزهراء (قريب نوتيلا شوب).

خدمة توصيل لكافة مناطق البلاد

للحجز والاستفسار: 0599940448",298,0,0,9.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,9.0,0.0006,0.0006,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"القماش اللي يناسب كل حركة حامل — نعومة وتمدد مثالي!

بنطلون فل لايكرا (ثابت) بخصر مرتفع وبطن داعم — قماشه مطاطي بالكامل يضم البطن ويعطي دعم وراحة طوال اليوم

متوفر بالأسود والكحلي.

مقاسات S-XXL.

متوفر الآن في baby bump — رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، قريب نوتيلا شوي)

توصيل لكافة مناطق البلاد.

للحجز: 0599940448",354,0,0,35.0,2.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,37.0,0.0024666666666666665,0.0023333333333333335,0.00013333333333333334,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,1
Baby Bump,Fashion,15000.0,2026-04-08,0.0,Wednesday,4,reel,"بنطلون واحد يضمن لك راحة وأناقة طوال الحمل — جربيه الآن!

بنطلون حمل قماش رسمي قصة ZARA بخصر عالي مع بطن مريح وركبة مستقيمة ورجل عريضة لحرية حركة كاملة.

متوفر لدى BABY BUMP

كل ما تحتاجه الحامل تحت سقف واحد

العنوان: رام الله، وسط البلد، شارع الزهراء (مقابل هارموني، بجانب بيت الرياضة، بالقرب من نوتيلا شوي).

توصيل لكافة مناطق البلاد

للحجز: 0599940448",354,0,0,17.0,0.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,0.0,,17.0,0.0011333333333333334,0.0011333333333333334,0.0,0.0,0.0,2026-04-06/2026-04-12,0,1,night,long,none,none,medium,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-04-02,0.0,Thursday,4,reel,"⚠️⚠️ عرض الفساتين المجنون ⚠️⚠️

البيع بأقل من سعر التكلفة

فستان حمل سادة

1=80
2=100

التشكيلة كبيرة و المقاسات محدودة

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد",186,0,8,3.0,0.0,0.0,Arabic,True,True,0.0,False,False,False,True,0.0,,3.0,0.0002,0.0002,0.0,0.0,0.0,2026-03-30/2026-04-05,0,1,night,long,none,many,low,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-03-31,0.0,Tuesday,3,reel,"⚠️⚠️ عرض الترنجات المجنون ⚠️⚠️

اشتري وحدة والثانية علينا

العرض حتى نفاذ الكمية

ترينج حمل قطن

المقاسات المتوفرة
٣٨-٤٦

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد

التوصيل متاح لكل المناطق

عنواننا: رام الله - وسط البلد - شارع الزهراء - مقابل هارموني بجانب بيت الرياضة - بالقرب من نوتيلا شوب",316,0,8,0.0,0.0,0.0,Arabic,True,True,0.0,True,False,False,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-30/2026-04-05,0,1,night,long,none,many,low,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-03-24,0.0,Tuesday,3,reel,"⚠️⚠️ كرنا الكمية ⚠️⚠️

عرض للجينز على هذا الموديل فقط

١=٦٠
٢=١٠٠
٣=١٣٠

المقاسات
٣٨ ل ٤٤

التوصيل متاح لكل المناطق

اكبر تشكيلة ملابس حمل في البلاد

التوصيل متاح لكل المناطق

عنواننا: رام الله - وسط البلد - شارع الزهراء مقابل هارموني - بجانب بيت الرياضة",254,0,8,4.0,0.0,0.0,Arabic,True,True,0.0,True,False,False,True,0.0,,4.0,0.0002666666666666667,0.0002666666666666667,0.0,0.0,0.0,2026-03-23/2026-03-29,0,1,night,long,none,many,low,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-03-24,0.0,Tuesday,3,reel,"📢📢 عرض بداية الموسم 📢📢

فستان حمل منقش

على سعر العرض

40 شيكل فقط

الكمية محدودة

العرض حتى نفاذ الكمية

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد

التوصيل متاح لكل المناطق

عنواننا: رام الله وسط البلد - شارع الزهراء مقابل هارموني بجانب بيت الرياضة",273,0,4,3.0,0.0,0.0,Arabic,True,True,0.0,True,False,False,True,0.0,,3.0,0.0002,0.0002,0.0,0.0,0.0,2026-03-23/2026-03-29,0,1,night,long,none,many,low,medium,0,0,0
Baby Bump,Fashion,15000.0,2026-01-25,0.0,Sunday,1,reel,"تشكيلة بنطلونات جينز
mom jeans

اكبر تشكيلة ملابس حمل في البلاد

كل ما تحتاجه الحامل تحت سقف واحد

التوصيل متاح لكل المناطق

عنواننا: رام الله - وسط البلد - شارع الزهراء - بجانب بيت الرياضة و زينة كوزمتكس",204,0,0,2.0,2.0,0.0,Arabic/English Mixed,True,True,0.0,True,False,False,True,1.0,,4.0,0.0002666666666666667,0.00013333333333333334,0.00013333333333333334,0.0,0.0,2026-01-19/2026-01-25,0,1,night,long,none,none,low,medium,0,0,1
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,العظم الي وصل تكرر وصار أوت أوف ستوك من أول ساعة باللون الأسود هلا موجود اللون الكحلي والعسلي صبايا,101,0,0,11.0,0.0,455.0,Arabic,False,True,0.0,False,False,False,True,0.0,,11.0,0.0007857142857142857,0.0007857142857142857,0.0,0.0325,0.024175824175824177,2026-05-04/2026-05-10,0,1,night,medium,none,none,medium,small,0,0,0
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت,81,0,0,3.0,0.0,41.0,Arabic,True,True,0.0,False,False,False,True,0.0,,3.0,0.00021428571428571427,0.00021428571428571427,0.0,0.0029285714285714284,0.07317073170731707,2026-05-04/2026-05-10,0,1,night,medium,none,none,low,small,0,0,0
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,وصل جديد وصل الراقي والأجمل خليكم متحمسين معنا اليوم لتشوفوا أحلى وأرقى كولكشن حاليا في رونزا إليجنت,106,0,0,8.0,0.0,348.0,Arabic,False,True,0.0,False,False,False,True,0.0,,8.0,0.0005714285714285715,0.0005714285714285715,0.0,0.024857142857142855,0.022988505747126436,2026-05-04/2026-05-10,0,1,night,medium,none,none,medium,small,0,0,0
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,183,0,2,9.0,0.0,789.0,Arabic,True,True,0.0,True,False,False,True,0.0,,9.0,0.0006428571428571428,0.0006428571428571428,0.0,0.056357142857142856,0.011406844106463879,2026-05-04/2026-05-10,0,1,night,long,none,few,medium,small,0,0,0
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت موقعنا رام الله شارع الإرسال عياش مول الطابق سالب واحد متوفر خدمة التوصيل لكل مناطق الضفة والقدس والداخل 🚗🚗,183,0,2,33.0,2.0,1600.0,Arabic,True,True,0.0,True,False,False,True,1.0,,35.0,0.0025,0.002357142857142857,0.00014285714285714287,0.11428571428571428,0.021875,2026-05-04/2026-05-10,0,1,night,long,none,few,medium,small,0,0,1
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,وصل جديد وصل الرقّي والجمال خلّيكم متحمسين معنا اليوم لتشوفوا أحلى وأرقى كولكشن حاليا في رونزا إليجنت,107,0,0,2.0,0.0,320.0,Arabic,False,True,0.0,False,False,False,True,0.0,,2.0,0.00014285714285714287,0.00014285714285714287,0.0,0.022857142857142857,0.00625,2026-05-04/2026-05-10,0,1,night,medium,none,none,low,small,0,0,0
Ronza Elegant,Fashion,14000.0,2026-05-07,0.0,Thursday,5,reel,كيف تطلعي شيك ومرتاحة بنفس الوقت؟؟؟؟ اختاري هذا الموديل من رونزا إليجنت,81,0,0,2.0,0.0,40.0,Arabic,True,True,0.0,False,False,False,True,0.0,,2.0,0.00014285714285714287,0.00014285714285714287,0.0,0.002857142857142857,0.05,2026-05-04/2026-05-10,0,1,night,medium,none,none,low,small,0,0,0
